date,ccy,term,rate,direction,exit_rate,pnl,close_date
2010-05-03,eur,3Y1Y,2.511487038057496,-1,2.105287995745705,203099.52115589546,2010-06-01
2010-05-03,eur,1Y1Y,1.14857439526019,-1,0.9017194760092258,123427.45962548208,2010-06-01
2010-05-03,eur,1Y3Y,1.839554357542425,-1,1.4997423407768138,169906.00838280556,2010-06-01
2010-05-03,eur,8Y1Y,3.9890604795634075,1,3.623478730115388,-182790.87472400966,2010-06-01
2010-05-03,eur,8Y2Y,4.031234336175228,1,3.680590524021611,-175321.9060768083,2010-06-01
2010-05-03,eur,9Y1Y,4.0749112577882185,1,3.740787634883629,-167061.81145229482,2010-06-01
2010-06-01,eur,3Y1Y,2.155997927286469,-1,1.942453078376229,106772.42445512004,2010-07-01
2010-06-01,eur,3Y2Y,2.409294703225251,-1,2.2324292641662713,88432.71952948984,2010-07-01
2010-06-01,eur,2Y2Y,1.8510029645839767,-1,1.6760041501425402,87499.40722071825,2010-07-01
2010-06-01,eur,9Y1Y,3.7510667526548414,1,3.7209934910203986,-15036.630817221398,2010-07-01
2010-06-01,eur,8Y1Y,3.6332468934254107,1,3.5802148469428214,-26516.02324129465,2010-07-01
2010-06-01,eur,8Y2Y,3.690310141164369,1,3.6495833836191984,-20363.378772585205,2010-07-01
2010-07-01,eur,4Y1Y,2.5801991085991927,-1,2.708885795037737,-64343.34321927215,2010-08-02
2010-07-01,eur,3Y2Y,2.2807522113753613,-1,2.4425716405876368,-80909.71460613773,2010-08-02
2010-07-01,eur,3Y1Y,1.9889424862609082,-1,2.1856945224251287,-98376.01808211027,2010-08-02
2010-07-01,eur,9Y1Y,3.7329753653357254,1,3.831457173067843,49240.90386605884,2010-08-02
2010-07-01,eur,8Y2Y,3.661357921724238,1,3.7628898875709007,50765.98292333134,2010-08-02
2010-07-01,eur,8Y1Y,3.5918116241916453,1,3.6965253698703395,52356.87283934709,2010-08-02
2010-08-02,eur,3Y1Y,2.231909958400771,-1,1.6501315983531482,290889.18002381147,2010-09-01
2010-08-02,eur,4Y1Y,2.7542694349530628,-1,2.045631014552073,354319.21020049485,2010-09-01
2010-08-02,eur,3Y2Y,2.48789577467232,-1,1.846376559351636,320759.60766034207,2010-09-01
2010-08-02,eur,9Y1Y,3.8428877994984507,1,3.0713041973489776,-385791.8010747365,2010-09-01
2010-08-02,eur,8Y2Y,3.7739678442113056,1,3.0271728191527343,-373397.5125292856,2010-09-01
2010-08-02,eur,8Y1Y,3.7072690348307136,1,2.984041543041678,-361613.74589451787,2010-09-01
2010-09-01,eur,3Y1Y,1.6905679605485548,-1,1.8593784895795649,-84405.264515505,2010-10-01
2010-09-01,eur,3Y2Y,1.8825414260263609,-1,2.05705098953418,-87254.78175390966,2010-10-01
2010-09-01,eur,3Y3Y,2.0630637338821662,-1,2.2244005029648117,-80668.38454132274,2010-10-01
2010-09-01,eur,7Y3Y,2.9741133091698253,1,3.1097421278697848,67814.40934997973,2010-10-01
2010-09-01,eur,8Y2Y,3.036312295831688,1,3.1697719767329318,66729.8404506218,2010-10-01
2010-09-01,eur,9Y1Y,3.0780624268581547,1,3.2212092738338525,71573.4234878489,2010-10-01
2010-10-01,eur,3Y1Y,1.8968435990174073,-1,2.0492188380820937,-76187.6195323432,2010-11-01
2010-10-01,eur,3Y2Y,2.0926235640140805,-1,2.2586540030381896,-83015.21951205458,2010-11-01
2010-10-01,eur,4Y1Y,2.292956663503147,-1,2.4752841836633985,-91163.76008012584,2010-11-01
2010-10-01,eur,8Y1Y,3.1303340527898755,1,3.300961329824822,85313.63851747332,2010-11-01
2010-10-01,eur,8Y2Y,3.179238200629105,1,3.3524286807962165,86595.24008355568,2010-11-01
2010-10-01,eur,9Y1Y,3.2296102593597116,1,3.405383127980205,87886.43431024678,2010-11-01
2010-11-01,eur,4Y1Y,2.511600438759061,-1,3.0278677846067965,-258133.67292386768,2010-12-01
2010-11-01,eur,3Y2Y,2.291784270563945,-1,2.720081361444417,-214148.54544023608,2010-12-01
2010-11-01,eur,4Y2Y,2.6627927202524804,-1,3.1904983989661564,-263852.839356838,2010-12-01
2010-11-01,eur,8Y1Y,3.309836699698908,1,3.8728376671978366,281500.4837494644,2010-12-01
2010-11-01,eur,8Y2Y,3.361108667991631,1,3.9188753081211383,278883.3200647536,2010-12-01
2010-11-01,eur,9Y1Y,3.413866286831095,1,3.9663807835958726,276257.24838238885,2010-12-01
2010-12-01,eur,3Y1Y,2.4782779264633836,-1,2.524548978014306,-23135.525775461298,2011-01-03
2010-12-01,eur,3Y2Y,2.774520286412342,-1,2.7702104365299,2154.924941221159,2011-01-03
2010-12-01,eur,4Y1Y,3.0791825522171634,-1,3.025717677227929,26732.437494617177,2011-01-03
2010-12-01,eur,9Y1Y,3.9748209909431726,1,4.090142929804093,57660.9694304604,2011-01-03
2010-12-01,eur,8Y2Y,3.9267712631194702,1,4.0301404652342105,51684.601057370164,2011-01-03
2010-12-01,eur,8Y1Y,3.880036106354174,1,3.972211764190099,46087.828917962484,2011-01-03
2011-01-03,eur,3Y1Y,2.5762699732752554,-1,2.969960991326382,-196845.50902556317,2011-02-01
2011-01-03,eur,2Y2Y,2.267808559696314,-1,2.7449250562728507,-238558.24828826843,2011-02-01
2011-01-03,eur,1Y3Y,1.9076437226376655,-1,2.456842430685418,-274599.35402387625,2011-02-01
2011-01-03,eur,9Y1Y,4.100136197592217,1,4.106497787382401,3180.7948950919317,2011-02-01
2011-01-03,eur,8Y2Y,4.039750412913806,1,4.051181989699001,5715.788392597343,2011-02-01
2011-01-03,eur,8Y1Y,3.9814569218871236,1,3.9989882687290996,8765.673420987996,2011-02-01
2011-02-01,eur,1Y1Y,1.9585562230564688,-1,1.9447851870265545,6885.518014957182,2011-03-01
2011-02-01,eur,1Y2Y,2.2537355697359027,-1,2.1792782620785043,37228.65382869922,2011-03-01
2011-02-01,eur,1Y3Y,2.4957280040298726,-1,2.4221696790791802,36779.16247534618,2011-03-01
2011-02-01,eur,7Y3Y,4.001342606018796,1,3.888681173474906,-56330.71627194508,2011-03-01
2011-02-01,eur,8Y1Y,4.007863234434569,1,3.860660933824509,-73601.15030503001,2011-03-01
2011-02-01,eur,8Y2Y,4.0597433218112755,1,3.9370960625292724,-61323.62964100158,2011-03-01
2011-03-01,eur,1Y1Y,2.000782267459867,-1,2.33000633420493,-164612.03337253138,2011-04-01
2011-03-01,eur,3Y1Y,2.9783916519084794,-1,3.2008672768622772,-111237.81247689891,2011-04-01
2011-03-01,eur,1Y3Y,2.4622647226679977,-1,2.7915483669867167,-164641.82215935952,2011-04-01
2011-03-01,eur,8Y2Y,3.9463791504523664,1,4.145314676507646,99467.76302763993,2011-04-01
2011-03-01,eur,7Y2Y,3.8374568009365397,1,4.018353926677781,90448.56287062065,2011-04-01
2011-03-01,eur,8Y1Y,3.8652470770717566,1,4.061828758651831,98290.84079003736,2011-04-01
2011-04-01,eur,1Y1Y,2.3896017747532152,-1,2.280155697839652,54723.038456781615,2011-05-02
2011-04-01,eur,1Y2Y,2.6376133600273475,-1,2.517134677925156,60239.34105109574,2011-05-02
2011-04-01,eur,1Y3Y,2.828693067433437,-1,2.6999176954383324,64387.68599755229,2011-05-02
2011-04-01,eur,6Y3Y,3.968141131966921,1,3.831689681880427,-68225.72504324697,2011-05-02
2011-04-01,eur,6Y1Y,3.855977400780178,1,3.734240553027787,-60868.42387619562,2011-05-02
2011-04-01,eur,8Y1Y,4.06850818713753,1,3.920710969151753,-73898.60899288836,2011-05-02
2011-05-02,eur,1Y1Y,2.3315849367778423,-1,1.87898649612176,226299.22032804118,2011-06-01
2011-05-02,eur,1Y2Y,2.5533605178234082,-1,2.083239090518481,235060.71365246363,2011-06-01
2011-05-02,eur,1Y3Y,2.7332931612952236,-1,2.2855378746666797,223877.64331427196,2011-06-01
2011-05-02,eur,7Y1Y,3.855709803669878,1,3.679072716881696,-88318.54339409094,2011-06-01
2011-05-02,eur,7Y2Y,3.8906202183597167,1,3.7224445405131923,-84087.83892326221,2011-06-01
2011-05-02,eur,8Y1Y,3.9266360938487,1,3.768266622070696,-79184.7358890021,2011-06-01
2011-06-01,eur,3Y1Y,2.7442597176545456,-1,2.8740863044242144,-64913.293384834426,2011-07-01
2011-06-01,eur,3Y2Y,2.9347206662829457,-1,2.990974065721981,-28126.699719517757,2011-07-01
2011-06-01,eur,4Y1Y,3.1300924719642467,-1,3.111250896006359,9420.787978943856,2011-07-01
2011-06-01,eur,6Y3Y,3.6619842434785492,1,3.79101462232934,64515.18942539547,2011-07-01
2011-06-01,eur,7Y2Y,3.7326394769189055,1,3.8736234675364525,70491.99530877348,2011-07-01
2011-06-01,eur,8Y1Y,3.7762014559858876,1,4.0157128772774024,119755.71064575741,2011-07-01
2011-07-01,eur,3Y1Y,2.9208690344301385,-1,2.3396205887168096,290624.22285666445,2011-08-01
2011-07-01,eur,2Y2Y,2.6421276381284184,-1,2.0477523633135224,297187.637407448,2011-08-01
2011-07-01,eur,1Y3Y,2.398406091244375,-1,1.8208262991055861,288789.89606939454,2011-08-01
2011-07-01,eur,6Y2Y,3.6955319355101235,1,3.502008772989352,-96761.58126038569,2011-08-01
2011-07-01,eur,7Y1Y,3.745045755108437,1,3.5906598730155044,-77192.94104646624,2011-08-01
2011-07-01,eur,9Y1Y,4.090178088510601,1,3.8648545409683726,-112661.77377111441,2011-08-01
2011-08-01,eur,3Y1Y,2.390818658704301,-1,2.045630655029448,172594.00183742656,2011-09-01
2011-08-01,eur,3Y2Y,2.6354651525522406,-1,2.3174010089421935,159032.07180502356,2011-09-01
2011-08-01,eur,4Y1Y,2.891289958053726,-1,2.595584872145227,147852.54295424966,2011-09-01
2011-08-01,eur,6Y3Y,3.5486322358895124,1,3.255646094120977,-146493.07088426777,2011-09-01
2011-08-01,eur,7Y2Y,3.6077820237178106,1,3.321170073988788,-143305.97486451137,2011-09-01
2011-08-01,eur,8Y1Y,3.610624046721836,1,3.383730295883833,-113446.87541900144,2011-09-01
2011-09-01,eur,3Y1Y,2.103069081179557,-1,1.7079062249149368,197581.42813231004,2011-10-03
2011-09-01,eur,3Y2Y,2.3681834928639875,-1,1.950029409325581,209077.04176920326,2011-10-03
2011-09-01,eur,2Y2Y,1.7527691925659257,-1,1.4313790913075355,160695.05062919512,2011-10-03
2011-09-01,eur,8Y1Y,3.3942803496409324,1,3.036751246521153,-178764.5515598897,2011-10-03
2011-09-01,eur,7Y2Y,3.331717882963283,1,2.8793409429369787,-226188.47001315225,2011-10-03
2011-09-01,eur,7Y1Y,3.270659169940148,1,2.725416444200328,-272621.3628699099,2011-10-03
2011-10-03,eur,3Y1Y,1.7548180747508704,-1,1.581198054727023,86810.01001192367,2011-11-01
2011-10-03,eur,2Y2Y,1.476128814901364,-1,1.349911070290524,63108.87230542006,2011-11-01
2011-10-03,eur,3Y2Y,1.9942356339895284,-1,1.8310713880195297,81582.12298499933,2011-11-01
2011-10-03,eur,7Y1Y,2.7347738006543545,1,2.8015009350366107,33363.567191128095,2011-11-01
2011-10-03,eur,5Y1Y,2.3096349711156097,1,2.4166539154462345,53509.472165312436,2011-11-01
2011-10-03,eur,9Y1Y,2.9637274878606723,1,3.1148511940519006,75561.85309561413,2011-11-01
2011-11-01,eur,4Y1Y,2.1266387853201656,-1,2.3496095364764726,-111485.37557815353,2011-12-01
2011-11-01,eur,8Y1Y,3.320032361697292,-1,3.0136767230423924,153177.81932744978,2011-12-01
2011-11-01,eur,3Y2Y,1.8717043593640665,-1,2.082029821876334,-105162.73125613375,2011-12-01
2011-11-01,eur,7Y3Y,3.0728925544933583,1,3.168783031951825,47945.238729233395,2011-12-01
2011-11-01,eur,7Y1Y,2.810504724784423,1,3.2203652402236265,204930.2577196017,2011-12-01
2011-11-01,eur,9Y1Y,3.096763068224107,1,3.2735896193551555,88413.27556552425,2011-12-01
2011-12-01,eur,3Y1Y,1.8835026344966004,-1,1.48584285480818,198829.88984421027,2012-01-02
2011-12-01,eur,3Y2Y,2.135461066597454,-1,1.7798807999745712,177790.13331144146,2012-01-02
2011-12-01,eur,2Y2Y,1.5089982434699225,-1,1.1985751797372337,155211.5318663444,2012-01-02
2011-12-01,eur,8Y2Y,3.14401816883443,1,2.975613613499292,-84202.27766756905,2012-01-02
2011-12-01,eur,7Y2Y,3.1190679488485022,1,2.8908845637281417,-114091.69256018025,2012-01-02
2011-12-01,eur,8Y1Y,2.9934778144216705,1,2.91722396861653,-38126.92290257025,2012-01-02
2012-01-02,eur,4Y1Y,2.136267493066043,-1,1.8325461009936221,151860.6960362103,2012-02-01
2012-01-02,eur,3Y2Y,1.8306581725570288,-1,1.5568523893520703,136902.89160247924,2012-02-01
2012-01-02,eur,3Y1Y,1.536559611196036,-1,1.2840112860780026,126274.16255901668,2012-02-01
2012-01-02,eur,8Y2Y,2.982890538882437,1,3.0194655581118566,18287.509614709707,2012-02-01
2012-01-02,eur,7Y2Y,2.8974809299697735,1,2.9124981597806023,7508.614905414434,2012-02-01
2012-01-02,eur,8Y1Y,2.921140269201901,1,2.99080274196706,34831.23638257957,2012-02-01
2012-02-01,eur,3Y1Y,1.3366508560992,-1,1.3125554487470792,12047.70367606045,2012-03-01
2012-02-01,eur,3Y2Y,1.6045415887530192,-1,1.5545043797497728,25018.604501623187,2012-03-01
2012-02-01,eur,3Y3Y,1.8532992099964725,-1,1.7793609371862382,36969.13640511712,2012-03-01
2012-02-01,eur,7Y3Y,2.966307800845027,1,2.9025802916386665,-31863.75460318036,2012-03-01
2012-02-01,eur,8Y2Y,3.0279934874085597,1,2.9769735296257265,-25509.978891416595,2012-03-01
2012-02-01,eur,9Y1Y,3.052795741664495,1,3.0190302690558948,-16882.73630430004,2012-03-01
2012-03-01,eur,3Y1Y,1.3603082052310842,-1,1.3218105971833807,19248.80402385176,2012-04-02
2012-03-01,eur,3Y2Y,1.598832422718525,-1,1.570393351629144,14219.535544690576,2012-04-02
2012-03-01,eur,3Y3Y,1.8212125292816526,-1,1.7970541897469243,12079.169767364117,2012-04-02
2012-03-01,eur,7Y3Y,2.9150804009440696,1,2.907330497621692,-3874.9516611888967,2012-04-02
2012-03-01,eur,8Y2Y,2.9877326329334073,1,2.9735652109271196,-7083.711003143867,2012-04-02
2012-03-01,eur,9Y1Y,3.0253742682360123,1,3.041887453144142,8256.59245406496,2012-04-02
2012-04-02,eur,4Y1Y,1.8693167076335289,-1,1.5784559358624022,145430.38588556333,2012-05-02
2012-04-02,eur,3Y2Y,1.611811296773624,-1,1.3191934009379012,146308.94791786143,2012-05-02
2012-04-02,eur,3Y1Y,1.3630281978241952,-1,1.0619008473873168,150563.67521843917,2012-05-02
2012-04-02,eur,7Y3Y,2.9187501269178777,1,2.756091074777262,-81329.52607030797,2012-05-02
2012-04-02,eur,8Y2Y,2.984197517954199,1,2.82766574211579,-78265.88791920463,2012-05-02
2012-04-02,eur,8Y1Y,2.91882010343646,1,2.7625506257180996,-78134.73885918022,2012-05-02
2012-05-02,eur,4Y1Y,1.6230300033675662,-1,1.1403550471626733,241337.47810244642,2012-06-01
2012-05-02,eur,4Y2Y,1.8668657604564773,-1,1.270877119204006,297994.3206262357,2012-06-01
2012-05-02,eur,3Y2Y,1.3615292312625435,-1,0.9544680803001807,203530.5754811814,2012-06-01
2012-05-02,eur,8Y2Y,2.8395892232395465,1,1.874795584821112,-482396.81920921727,2012-06-01
2012-05-02,eur,8Y1Y,2.774465345770648,1,1.7783298299886223,-498067.7578910127,2012-06-01
2012-05-02,eur,9Y1Y,2.90606531070796,1,1.973191794777429,-466436.75796526566,2012-06-01
2012-06-01,eur,3Y1Y,0.8057276461682149,-1,0.9209025225129304,-57587.43817235773,2012-07-02
2012-06-01,eur,3Y2Y,0.9867270836334038,-1,1.187852216163819,-100562.5662652076,2012-07-02
2012-06-01,eur,4Y1Y,1.1703773704833225,-1,1.4618859384677225,-145754.28399220004,2012-07-02
2012-06-01,eur,7Y2Y,1.7691912824151776,1,2.4819560539886396,356382.38578673097,2012-07-02
2012-06-01,eur,1Y1Y,0.14569700084634601,1,0.20552871907864614,29915.859116150063,2012-07-02
2012-06-01,eur,8Y1Y,1.780233156453628,1,2.5968002402070436,408283.54187670775,2012-07-02
2012-07-02,eur,4Y1Y,1.5097401885543535,-1,1.2551936573287856,127273.26561278396,2012-08-01
2012-07-02,eur,3Y2Y,1.2311164385018294,-1,1.0330701508739368,99023.14381394628,2012-08-01
2012-07-02,eur,4Y2Y,1.7312843813180196,-1,1.497892107945937,116696.13668604128,2012-08-01
2012-07-02,eur,7Y3Y,2.538577985962685,1,2.5488628900606596,5142.452048987334,2012-08-01
2012-07-02,eur,8Y2Y,2.6171800542527666,1,2.63489490033339,8857.423040311785,2012-08-01
2012-07-02,eur,9Y1Y,2.6181185311148534,1,2.6139801316054747,-2069.1997546893326,2012-08-01
2012-08-01,eur,3Y1Y,0.8570743730178156,-1,0.7658089895259501,45632.69174593277,2012-09-03
2012-08-01,eur,5Y1Y,1.78698407912812,-1,1.7095632957297318,38710.3916991941,2012-09-03
2012-08-01,eur,3Y2Y,1.0743833882532585,-1,1.0075897559104816,33396.816171388455,2012-09-03
2012-08-01,eur,1Y1Y,0.05202840430638215,1,0.035733962403593084,-8147.220951394533,2012-09-03
2012-08-01,eur,8Y2Y,2.644603694036913,1,2.438778848030414,-102912.42300324942,2012-09-03
2012-08-01,eur,9Y1Y,2.609052520571633,1,2.5216902016148963,-43681.15947836837,2012-09-03
2012-09-03,eur,4Y1Y,1.2969019042188306,-1,1.3368521254746566,-19975.110627913018,2012-10-01
2012-09-03,eur,3Y2Y,1.0475012420092376,-1,1.0846919441295233,-18595.35106014287,2012-10-01
2012-09-03,eur,4Y2Y,1.5206612829133213,-1,1.5636562672306997,-21497.492158689234,2012-10-01
2012-09-03,eur,8Y2Y,2.449667546468977,1,2.5380883458693404,44210.399700181704,2012-10-01
2012-09-03,eur,1Y1Y,0.04501768962664485,1,0.09778957606635405,26385.9432198546,2012-10-01
2012-09-03,eur,8Y1Y,2.3654314661711573,1,2.457221939425648,45895.23662724537,2012-10-01
2012-10-01,eur,4Y1Y,1.3809612332691523,-1,1.322802886366749,29079.1734512017,2012-11-01
2012-10-01,eur,4Y2Y,1.6050612213405153,-1,1.5534699946118116,25795.613364351877,2012-11-01
2012-10-01,eur,3Y2Y,1.124789798031469,-1,1.063817317283378,30486.240374045457,2012-11-01
2012-10-01,eur,9Y1Y,2.634735685162786,1,2.7268573320143883,46060.82342580109,2012-11-01
2012-10-01,eur,8Y2Y,2.550476656045143,1,2.655588829647532,52556.0868011945,2012-11-01
2012-10-01,eur,8Y1Y,2.4679604980873173,1,2.585880336486427,58959.9191995549,2012-11-01
2012-11-01,eur,4Y1Y,1.3660318458246539,-1,1.2306975453714357,67667.15022660907,2012-12-03
2012-11-01,eur,4Y2Y,1.59401737591031,-1,1.439593409385684,77211.98326231305,2012-12-03
2012-11-01,eur,3Y2Y,1.1028726352309857,-1,0.9833690261484971,59751.80454124429,2012-12-03
2012-11-01,eur,8Y2Y,2.670249193028858,1,2.538250333035777,-65999.42999654051,2012-12-03
2012-11-01,eur,1Y1Y,0.09875135148981139,1,0.062357444889928955,-18196.953299941215,2012-12-03
2012-11-01,eur,9Y1Y,2.737890787703622,1,2.625851434974401,-56019.67636461058,2012-12-03
2012-12-03,eur,4Y1Y,1.274027610356491,-1,1.1555999347641743,59213.8377961583,2013-01-02
2012-12-03,eur,4Y2Y,1.479181721758395,-1,1.3655343045922228,56823.70858308605,2013-01-02
2012-12-03,eur,3Y2Y,1.0220847197462173,-1,0.9479108071916963,37086.95627726049,2013-01-02
2012-12-03,eur,8Y2Y,2.5526874143876617,1,2.5717894336923477,9551.009652343013,2013-01-02
2012-12-03,eur,8Y1Y,2.4666609443237792,1,2.488859616222462,11099.335949341426,2013-01-02
2012-12-03,eur,1Y1Y,0.07504312560578642,1,0.07154339877173277,-1749.8634170268272,2013-01-02
2013-01-02,eur,3Y1Y,0.7805224001969141,-1,1.0498394171647731,-134658.50848392953,2013-02-01
2013-01-02,eur,3Y2Y,0.9852451614771488,-1,1.2469453295274247,-130850.08402513793,2013-02-01
2013-01-02,eur,3Y3Y,1.1925599951525818,-1,1.439158661126251,-123299.3329868346,2013-02-01
2013-01-02,eur,1Y2Y,0.21198997479156087,1,0.5461275370264547,167068.7811174469,2013-02-01
2013-01-02,eur,9Y1Y,2.6706872333290104,1,2.7444300001679833,36871.38341948648,2013-02-01
2013-01-02,eur,1Y1Y,0.08505158451170165,1,0.41063480764465643,162791.6115664774,2013-02-01
2013-02-01,eur,4Y1Y,1.47816773480066,-1,1.202096421593166,138035.65660374705,2013-03-01
2013-02-01,eur,4Y2Y,1.6691852322313934,-1,1.4361233497211205,116530.94125513642,2013-03-01
2013-02-01,eur,3Y2Y,1.276859437493882,-1,0.9817082847456837,147575.57637409912,2013-03-01
2013-02-01,eur,7Y3Y,2.5967966172792463,1,2.493469630746032,-51663.49326660713,2013-03-01
2013-02-01,eur,8Y2Y,2.69201154398082,1,2.6009378987204377,-45536.8226301911,2013-03-01
2013-02-01,eur,9Y1Y,2.7537838623934765,1,2.6899844765019663,-31899.69294575512,2013-03-01
2013-03-01,eur,5Y1Y,1.7145656798723738,-1,1.5324195198952781,91073.07998854786,2013-04-02
2013-03-01,eur,4Y2Y,1.4750797103770652,-1,1.3325323032216623,71273.70357770147,2013-04-02
2013-03-01,eur,4Y1Y,1.239713941400221,-1,1.1357053470151792,52004.29719252087,2013-04-02
2013-03-01,eur,8Y2Y,2.6177292958087497,1,2.485263248328966,-66233.02373989181,2013-04-02
2013-03-01,eur,9Y1Y,2.7045458384074346,1,2.599566995268899,-52489.421569267724,2013-04-02
2013-03-01,eur,1Y1Y,0.11738350062344939,1,0.08550162414224975,-15940.93824059982,2013-04-02
2013-04-02,eur,4Y1Y,1.1715009447517744,-1,0.9416411417890894,114929.90148134247,2013-05-02
2013-04-02,eur,3Y2Y,0.9540267262863067,-1,0.7203684940204075,116829.11613294961,2013-05-02
2013-04-02,eur,4Y2Y,1.36701760610133,-1,1.126945193830891,120036.20613521947,2013-05-02
2013-04-02,eur,2Y1Y,0.3371825462385217,1,0.19107249270847856,-73055.02676502155,2013-05-02
2013-04-02,eur,1Y2Y,0.2164027947395395,1,0.09750091875939924,-59450.937990070124,2013-05-02
2013-04-02,eur,1Y1Y,0.09504541236793006,1,0.004950938645320954,-45047.23686130455,2013-05-02
2013-05-02,eur,4Y1Y,0.9800536392420268,-1,1.2976333359547212,-158789.84835634718,2013-06-03
2013-05-02,eur,4Y2Y,1.161706725571082,-1,1.4901234752200259,-164208.37482447195,2013-06-03
2013-05-02,eur,3Y2Y,0.7532679554929487,-1,1.0663686287032603,-156550.33660515584,2013-06-03
